machine_confidence	human_confidence	machine_effort	target	machine_predict	human_effort_groundtruth	human_effort_predicted_avg	turn	turns	final_predict
0.677566992	1	0	1	0	0.140531	0.092667	1	3	0
0.92632776	1	0	1	1	0.140531	0.092667	2	3	1
0.903467027	1	0	1	1	0.140531	0.092667	3	3	1
0.959692411	1	0	0	0	0.031984	0.0385	1	3	0
0.186244158	1	0	0	0	0.031984	0.0385	2	3	0
0.755911045	1	0	1	1	0.031984	0.0385	3	3	1
0.815931223	1	0	1	1	0.023415	0.031633	1	3	1
0.146510133	1	0	0	0	0.023415	0.031633	2	3	0
0.870797208	1	0	1	1	0.023415	0.031633	3	3	1
0.902478418	1	0	1	0	0.074829	0.046267	1	3	0
0.920920222	1	0	1	1	0.074829	0.046267	2	3	1
0.888178044	1	0	0	0	0.074829	0.046267	3	3	0
0.799682665	1	0	1	1	0.05278	0.05845	1	4	1
0.672470434	1	0	0	0	0.05278	0.05845	2	4	0
0.638770573	1	0	0	0	0.05278	0.05845	3	4	0
0.8806431	1	0	0	0	0.05278	0.05845	4	4	0
0.633543535	1	0	1	1	0.073415	0.078067	1	3	1
0.492014956	1	0	0	0	0.073415	0.078067	2	3	0
0.430571505	1	0	0	0	0.073415	0.078067	3	3	0
0.839293737	1	0	0	0	0.024679	0.03308	1	5	0
0.934239475	1	0	0	0	0.024679	0.03308	2	5	0
0.951672912	1	0	0	0	0.024679	0.03308	3	5	0
0.937435031	1	0	0	0	0.024679	0.03308	4	5	0
0.705338186	1	0	1	1	0.024679	0.03308	5	5	1
0.723141825	1	0	1	1	0.061215	0.0753	1	4	1
0.63405485	1	0	0	1	0.061215	0.0753	2	4	1
0.386774683	1	0	0	0	0.061215	0.0753	3	4	0
0.302893174	1	0	1	1	0.061215	0.0753	4	4	1
0.089632559	1	0	1	0	0.021594	0.02844	1	5	1
0.22057674	1	0	1	0	0.021594	0.02844	2	5	1
0.608260799	1	0	0	0	0.021594	0.02844	3	5	0
0.146793177	1	0	0	0	0.021594	0.02844	4	5	0
0.089661856	1	0	0	1	0.021594	0.02844	5	5	0
0.479827189	1	0	1	1	0.048415	0.030933	1	3	1
0.607060149	1	0	0	0	0.048415	0.030933	2	3	0
0.87526774	1	0	0	0	0.048415	0.030933	3	3	0
0.977597086	1	0	0	0	0.020051	0.02386	1	5	0
0.968853134	1	0	0	0	0.020051	0.02386	2	5	0
0.462903737	1	0	0	0	0.020051	0.02386	3	5	0
0.846524168	1	0	0	0	0.020051	0.02386	4	5	0
0.371361558	1	0	1	1	0.020051	0.02386	5	5	1
0.877109419	1	0	0	0	0.093348	0.04915	1	4	0
0.44036564	1	0	1	1	0.093348	0.04915	2	4	1
0.644074622	1	0	0	0	0.093348	0.04915	3	4	0
0.756829264	1	0	1	1	0.093348	0.04915	4	4	1
0.609684607	1	0	1	1	0.061954	0.0591	1	5	1
0.41937217	1	0	0	0	0.061954	0.0591	2	5	0
0.598479444	1	0	1	1	0.061954	0.0591	3	5	1
0.452936975	1	0	1	0	0.061954	0.0591	4	5	1
0.110606144	1	0	1	1	0.061954	0.0591	5	5	1
0.172074444	1	0	1	1	0.131105	0.12855	1	4	1
0.780469812	1	0	1	1	0.131105	0.12855	2	4	1
0.868707502	1	0	1	0	0.131105	0.12855	3	4	0
0.732994106	1	0	1	0	0.131105	0.12855	4	4	0
0.859943971	1	0	1	1	0.022365	0.03642	1	5	1
0.583446284	1	0	1	1	0.022365	0.03642	2	5	1
0.84559961	1	0	1	1	0.022365	0.03642	3	5	1
0.221678373	1	0	1	0	0.022365	0.03642	4	5	1
0.750054147	1	0	1	1	0.022365	0.03642	5	5	1
0.332991622	1	0	0	0	0.033098	0.041025	1	4	0
0.316918785	1	0	1	1	0.033098	0.041025	2	4	1
0.579339844	1	0	0	0	0.033098	0.041025	3	4	0
0.084405092	1	0	0	1	0.033098	0.041025	4	4	0
0.924342745	1	0	0	0	0.175514	0.1157	1	3	0
0.867528245	1	0	0	0	0.175514	0.1157	2	3	0
0.614199409	1	0	1	1	0.175514	0.1157	3	3	1
0.860797704	1	0	0	0	0.24051	0.083967	1	3	0
0.661989291	1	0	0	0	0.24051	0.083967	2	3	0
0.092497138	1	0	1	1	0.24051	0.083967	3	3	1
0.506327291	1	0	1	1	0.074122	0.030367	1	3	1
0.721895347	1	0	0	0	0.074122	0.030367	2	3	0
0.735355278	1	0	1	1	0.074122	0.030367	3	3	1
0.754555914	1	0	1	1	0.068402	0.0371	1	3	1
0.537510324	1	0	1	1	0.068402	0.0371	2	3	1
0.175856835	1	0	1	0	0.068402	0.0371	3	3	1
0.43693872	1	0	0	1	0.134811	0.081133	1	3	0
0.235338843	1	0	0	0	0.134811	0.081133	2	3	0
0.257637655	1	0	1	1	0.134811	0.081133	3	3	1
0.207686961	1	0	1	0	0.067695	0.0657	1	3	1
0.769146003	1	0	0	0	0.067695	0.0657	2	3	0
0.805587231	1	0	0	0	0.067695	0.0657	3	3	0
0.416425766	1	0	1	1	0.029049	0.02116	1	5	1
0.295012949	1	0	0	0	0.029049	0.02116	2	5	0
0.783902432	1	0	1	0	0.029049	0.02116	3	5	0
0.330956102	1	0	1	0	0.029049	0.02116	4	5	1
0.677882548	1	0	0	0	0.029049	0.02116	5	5	0
0.821929361	1	0	1	1	0.051264	0.063533	1	3	1
0.239926566	1	0	1	0	0.051264	0.063533	2	3	1
0.801402349	1	0	0	0	0.051264	0.063533	3	3	0
0.766955363	1	0	0	0	0.03841	0.076633	1	3	0
0.350771312	1	0	1	1	0.03841	0.076633	2	3	1
0.662041585	1	0	0	0	0.03841	0.076633	3	3	0
0.051601139	1	0	1	1	0.053406	0.029467	1	3	1
0.144029827	1	0	1	1	0.053406	0.029467	2	3	1
0.624141609	1	0	0	0	0.053406	0.029467	3	3	0
0.184630264	1	0	1	1	0.024663	0.06015	1	4	1
0.074036107	1	0	1	0	0.024663	0.06015	2	4	1
0.350591119	1	0	0	0	0.024663	0.06015	3	4	0
0.400027021	1	0	0	0	0.024663	0.06015	4	4	0
0.49167862	1	0	0	1	0.139824	0.083433	1	3	1
0.663490212	1	0	1	1	0.139824	0.083433	2	3	1
0.536071257	1	0	1	0	0.139824	0.083433	3	3	0
0.513586936	1	0	1	1	0.008548	0.016057	1	7	1
0.765725038	1	0	0	0	0.008548	0.016057	2	7	0
0.869787946	1	0	0	0	0.008548	0.016057	3	7	0
0.85381796	1	0	0	0	0.008548	0.016057	4	7	0
0.288191468	1	0	1	0	0.008548	0.016057	5	7	1
0.694002874	1	0	0	0	0.008548	0.016057	6	7	0
0.550825641	1	0	0	0	0.008548	0.016057	7	7	0
0.867796286	1	0	1	1	0.142674	0.097167	1	3	1
0.151138738	1	0	0	0	0.142674	0.097167	2	3	0
0.433044959	1	0	1	1	0.142674	0.097167	3	3	1
0.558206053	1	0	0	0	0.038319	0.02615	1	4	0
0.89560978	1	0	1	1	0.038319	0.02615	2	4	1
0.416982065	1	0	0	0	0.038319	0.02615	3	4	0
0.734464331	1	0	0	0	0.038319	0.02615	4	4	0
0.275388795	1	0	1	0	0.143557	0.119725	1	4	1
0.573577772	1	0	1	1	0.143557	0.119725	2	4	1
0.126793505	1	0	1	1	0.143557	0.119725	3	4	1
0.81760173	1	0	1	1	0.143557	0.119725	4	4	1
0.949544586	1	0	0	0	0.060813	0.04685	1	4	0
0.911242638	1	0	0	0	0.060813	0.04685	2	4	0
0.245867469	1	0	1	0	0.060813	0.04685	3	4	1
0.826318871	1	0	0	0	0.060813	0.04685	4	4	0
0.932797494	1	0	0	0	0.017599	0.040483	1	6	0
0.474958851	1	0	0	0	0.017599	0.040483	2	6	0
0.543919558	1	0	1	1	0.017599	0.040483	3	6	1
0.567316373	1	0	0	0	0.017599	0.040483	4	6	0
0.66602966	1	0	0	0	0.017599	0.040483	5	6	0
0.435249452	1	0	0	0	0.017599	0.040483	6	6	0
0.609718704	1	0	0	0	0.121958	0.081633	1	3	0
0.411793238	1	0	1	1	0.121958	0.081633	2	3	1
0.22667162	1	0	1	1	0.121958	0.081633	3	3	1
0.7738674	1	0	0	0	0.003342	0.00594	1	5	0
0.958384488	1	0	0	0	0.003342	0.00594	2	5	0
0.976257955	1	0	0	0	0.003342	0.00594	3	5	0
0.887933032	1	0	0	0	0.003342	0.00594	4	5	0
0.953663729	1	0	0	0	0.003342	0.00594	5	5	0
0.982352299	1	0	0	0	0.000643	0.002267	1	6	0
0.956015035	1	0	0	0	0.000643	0.002267	2	6	0
0.964827793	1	0	0	0	0.000643	0.002267	3	6	0
0.94257297	1	0	0	0	0.000643	0.002267	4	6	0
0.902653065	1	0	0	0	0.000643	0.002267	5	6	0
0.961942144	1	0	0	0	0.000643	0.002267	6	6	0
0.924295103	1	0	0	0	0.005206	0.00892	1	10	0
0.957998082	1	0	0	0	0.005206	0.00892	2	10	0
0.972600209	1	0	0	0	0.005206	0.00892	3	10	0
0.965584631	1	0	0	0	0.005206	0.00892	4	10	0
0.96445156	1	0	0	0	0.005206	0.00892	5	10	0
0.832630673	1	0	0	0	0.005206	0.00892	6	10	0
0.963700064	1	0	0	0	0.005206	0.00892	7	10	0
0.953646605	1	0	0	0	0.005206	0.00892	8	10	0
0.969424001	1	0	0	0	0.005206	0.00892	9	10	0
0.964140886	1	0	0	0	0.005206	0.00892	10	10	0
0.883167161	1	0	0	0	0.001598	0.001814	1	7	0
0.966747095	1	0	0	0	0.001598	0.001814	2	7	0
0.979472835	1	0	0	0	0.001598	0.001814	3	7	0
0.976915188	1	0	0	0	0.001598	0.001814	4	7	0
0.972028984	1	0	0	0	0.001598	0.001814	5	7	0
0.936190982	1	0	0	0	0.001598	0.001814	6	7	0
0.852975396	1	0	0	0	0.001598	0.001814	7	7	0
0.926541948	1	0	0	0	0.007712	0.0066	1	3	0
0.977250399	1	0	0	0	0.007712	0.0066	2	3	0
0.971080604	1	0	0	0	0.007712	0.0066	3	3	0
0.945126348	1	0	0	0	0.008596	0.004175	1	4	0
0.969075679	1	0	0	0	0.008596	0.004175	2	4	0
0.960588061	1	0	0	0	0.008596	0.004175	3	4	0
0.975779612	1	0	0	0	0.008596	0.004175	4	4	0
0.945259665	1	0	0	0	0.004745	0.006433	1	6	0
0.975784545	1	0	0	0	0.004745	0.006433	2	6	0
0.955591619	1	0	0	0	0.004745	0.006433	3	6	0
0.486991421	1	0	0	0	0.004745	0.006433	4	6	0
0.730921448	1	0	0	0	0.004745	0.006433	5	6	0
0.933043323	1	0	0	0	0.004745	0.006433	6	6	0
0.946002752	1	0	0	0	0.156962	0.041167	1	3	0
0.951417242	1	0	0	0	0.156962	0.041167	2	3	0
0.954736429	1	0	0	0	0.156962	0.041167	3	3	0
0.956624881	1	0	0	0	0.002571	0.005125	1	4	0
0.956494733	1	0	0	0	0.002571	0.005125	2	4	0
0.978117934	1	0	0	0	0.002571	0.005125	3	4	0
0.957422639	1	0	0	0	0.002571	0.005125	4	4	0
0.88258814	1	0	0	0	0.004579	0.00355	1	4	0
0.95407319	1	0	0	0	0.004579	0.00355	2	4	0
0.938170961	1	0	0	0	0.004579	0.00355	3	4	0
0.96951374	1	0	0	0	0.004579	0.00355	4	4	0
0.941271284	1	0	0	0	0.005109	0.013783	1	6	0
0.509763284	1	0	0	0	0.005109	0.013783	2	6	0
0.639271485	1	0	0	0	0.005109	0.013783	3	6	0
0.763479881	1	0	0	0	0.005109	0.013783	4	6	0
0.77391972	1	0	0	0	0.005109	0.013783	5	6	0
0.899376843	1	0	0	0	0.005109	0.013783	6	6	0
0.718064768	1	0	0	0	0.013014	0.007725	1	4	0
0.845653003	1	0	0	0	0.013014	0.007725	2	4	0
0.924665483	1	0	0	0	0.013014	0.007725	3	4	0
0.68766812	1	0	0	0	0.013014	0.007725	4	4	0
0.935479384	1	0	0	0	0.01129	0.005167	1	3	0
0.658458166	1	0	0	0	0.01129	0.005167	2	3	0
0.917131638	1	0	0	0	0.01129	0.005167	3	3	0
0.795437949	1	0	0	0	0.003305	0.004743	1	7	0
0.657010945	1	0	0	0	0.003305	0.004743	2	7	0
0.95332034	1	0	0	0	0.003305	0.004743	3	7	0
0.977132443	1	0	0	0	0.003305	0.004743	4	7	0
0.310143183	1	0	0	0	0.003305	0.004743	5	7	0
0.944782038	1	0	0	0	0.003305	0.004743	6	7	0
0.961288004	1	0	0	0	0.003305	0.004743	7	7	0
0.973573892	1	0	0	0	0.000114	0.001856	1	9	0
0.960287177	1	0	0	0	0.000114	0.001856	2	9	0
0.949120966	1	0	0	0	0.000114	0.001856	3	9	0
0.958294724	1	0	0	0	0.000114	0.001856	4	9	0
0.942175701	1	0	0	0	0.000114	0.001856	5	9	0
0.896220264	1	0	0	0	0.000114	0.001856	6	9	0
0.92306281	1	0	0	0	0.000114	0.001856	7	9	0
0.946160836	1	0	0	0	0.000114	0.001856	8	9	0
0.911119902	1	0	0	0	0.000114	0.001856	9	9	0
0.921743131	1	0	0	0	0.004135	0.006667	1	3	0
0.42368587	1	0	0	1	0.004135	0.006667	2	3	0
0.5239879	1	0	0	0	0.004135	0.006667	3	3	0
0.646380049	1	0	0	0	0.013432	0.023667	1	3	0
0.953680726	1	0	0	0	0.013432	0.023667	2	3	0
0.934474084	1	0	0	0	0.013432	0.023667	3	3	0
0.202908602	1	0	0	0	0.016281	0.0042	1	3	0
0.680118351	1	0	0	0	0.016281	0.0042	2	3	0
0.78067306	1	0	0	0	0.016281	0.0042	3	3	0
0.920830151	1	0	0	0	0.010561	0.010733	1	3	0
0.96160586	1	0	0	0	0.010561	0.010733	2	3	0
0.988687539	1	0	0	0	0.010561	0.010733	3	3	0
0.918779832	1	0	0	0	0.000562	0.0011	1	4	0
0.897262293	1	0	0	0	0.000562	0.0011	2	4	0
0.396022921	1	0	0	0	0.000562	0.0011	3	4	0
0.921965037	1	0	0	0	0.000562	0.0011	4	4	0
0.938247767	1	0	0	0	0.011997	0.007233	1	3	0
0.75631892	1	0	0	0	0.011997	0.007233	2	3	0
0.959485329	1	0	0	0	0.011997	0.007233	3	3	0
0.629513364	1	0	0	1	0.001178	0.00195	1	6	0
0.547864745	1	0	0	0	0.001178	0.00195	2	6	0
0.894236604	1	0	0	0	0.001178	0.00195	3	6	0
0.9492242	1	0	0	0	0.001178	0.00195	4	6	0
0.972773272	1	0	0	0	0.001178	0.00195	5	6	0
0.966435833	1	0	0	0	0.001178	0.00195	6	6	0
0.829700218	1	0	0	0	0.102678	0.008333	1	3	0
0.924298937	1	0	0	0	0.102678	0.008333	2	3	0
0.89870977	1	0	0	0	0.102678	0.008333	3	3	0
0.951497192	1	0	0	0	0.003177	0.007129	1	7	0
0.962543811	1	0	0	0	0.003177	0.007129	2	7	0
0.891777489	1	0	0	0	0.003177	0.007129	3	7	0
0.974857176	1	0	0	0	0.003177	0.007129	4	7	0
0.970413531	1	0	0	0	0.003177	0.007129	5	7	0
0.909392526	1	0	0	0	0.003177	0.007129	6	7	0
0.521546728	1	0	0	0	0.003177	0.007129	7	7	0
0.816778464	1	0	0	0	0.003374	0.002575	1	4	0
0.873921402	1	0	0	0	0.003374	0.002575	2	4	0
0.954055247	1	0	0	0	0.003374	0.002575	3	4	0
0.952264023	1	0	0	0	0.003374	0.002575	4	4	0
0.923266212	1	0	0	0	0.001992	0.00315	1	8	0
0.927991546	1	0	0	0	0.001992	0.00315	2	8	0
0.896622952	1	0	0	0	0.001992	0.00315	3	8	0
0.867970038	1	0	0	0	0.001992	0.00315	4	8	0
0.770737685	1	0	0	0	0.001992	0.00315	5	8	0
0.948677205	1	0	0	0	0.001992	0.00315	6	8	0
0.944173751	1	0	0	0	0.001992	0.00315	7	8	0
0.958362737	1	0	0	0	0.001992	0.00315	8	8	0
0.985607971	1	0	0	0	0.001992	0.000733	1	3	0
0.952297429	1	0	0	0	0.001992	0.000733	2	3	0
0.951086326	1	0	0	0	0.001992	0.000733	3	3	0
0.871534978	1	0	0	0	0.001203	0.002814	1	7	0
0.778239351	1	0	0	0	0.001203	0.002814	2	7	0
0.940785094	1	0	0	0	0.001203	0.002814	3	7	0
0.683463174	1	0	0	0	0.001203	0.002814	4	7	0
0.708730191	1	0	0	0	0.001203	0.002814	5	7	0
0.471505375	1	0	0	0	0.001203	0.002814	6	7	0
0.684201839	1	0	0	0	0.001203	0.002814	7	7	0
0.93967725	1	0	0	0	0.01913	0.003067	1	3	0
0.841748814	1	0	0	0	0.01913	0.003067	2	3	0
0.83753321	1	0	0	0	0.01913	0.003067	3	3	0
0.602850219	1	0	0	0	0.004579	0.005375	1	4	0
0.809478845	1	0	0	0	0.004579	0.005375	2	4	0
0.094132215	1	0	1	0	0.004579	0.005375	3	4	1
0.811166119	1	0	0	0	0.004579	0.005375	4	4	0
0.970005451	1	0	0	0	0.00134	0.003871	1	7	0
0.850230911	1	0	0	0	0.00134	0.003871	2	7	0
0.318453495	1	0	0	1	0.00134	0.003871	3	7	0
0.72330405	1	0	0	0	0.00134	0.003871	4	7	0
0.561776233	1	0	0	0	0.00134	0.003871	5	7	0
0.874164037	1	0	0	0	0.00134	0.003871	6	7	0
0.979759483	1	0	0	0	0.00134	0.003871	7	7	0
0.604055163	1	0	0	0	0.002571	0.00485	1	4	0
0.729237727	1	0	0	0	0.002571	0.00485	2	4	0
0.70516658	1	0	0	0	0.002571	0.00485	3	4	0
0.944963765	1	0	0	0	0.002571	0.00485	4	4	0
0.927669984	1	0	0	0	0.006277	0.008533	1	3	0
0.837283112	1	0	0	0	0.006277	0.008533	2	3	0
0.863186812	1	0	0	0	0.006277	0.008533	3	3	0
0.915652468	1	0	0	0	0.020051	0.00462	1	5	0
0.910398439	1	0	0	0	0.020051	0.00462	2	5	0
0.792810296	1	0	0	0	0.020051	0.00462	3	5	0
0.842472578	1	0	0	0	0.020051	0.00462	4	5	0
0.950655012	1	0	0	0	0.020051	0.00462	5	5	0
0.939251406	1	0	0	0	0.001028	0.00318	1	5	0
0.962237661	1	0	0	0	0.001028	0.00318	2	5	0
0.97094445	1	0	0	0	0.001028	0.00318	3	5	0
0.92627498	1	0	0	0	0.001028	0.00318	4	5	0
0.941300933	1	0	0	0	0.001028	0.00318	5	5	0
0.984534785	1	0	0	0	0.004863	0.0042	1	3	0
0.962239859	1	0	0	0	0.004863	0.0042	2	3	0
0.964889953	1	0	0	0	0.004863	0.0042	3	3	0
0.85740713	1	0	0	0	0.009147	0.027233	1	3	0
0.672799051	1	0	0	0	0.009147	0.027233	2	3	0
0.590985011	1	0	0	0	0.009147	0.027233	3	3	0
0.143503199	1	0	0	1	0.004135	0.006967	1	3	0
0.350006704	1	0	0	0	0.004135	0.006967	2	3	0
0.448512398	1	0	0	0	0.004135	0.006967	3	3	0
0.729513282	1	0	0	0	0.007198	0.00664	1	5	0
0.153413161	1	0	0	0	0.007198	0.00664	2	5	0
0.725095197	1	0	0	0	0.007198	0.00664	3	5	0
0.938202246	1	0	0	0	0.007198	0.00664	4	5	0
0.916276857	1	0	0	0	0.007198	0.00664	5	5	0
0.276306937	1	0	0	1	0.002571	0.004875	1	4	0
0.37369009	1	0	0	0	0.002571	0.004875	2	4	0
0.335840492	1	0	0	0	0.002571	0.004875	3	4	0
0.784724215	1	0	0	0	0.002571	0.004875	4	4	0
0.17029729	1	0	0	1	0.062704	0.049467	1	3	0
0.954946297	1	0	0	0	0.062704	0.049467	2	3	0
0.815975569	1	0	0	0	0.062704	0.049467	3	3	0
0.904316313	1	0	0	0	0.026992	0.013267	1	3	0
0.945949001	1	0	0	0	0.026992	0.013267	2	3	0
0.898562957	1	0	0	0	0.026992	0.013267	3	3	0
0.940947702	1	0	0	0	0.007712	0.003633	1	3	0
0.957567484	1	0	0	0	0.007712	0.003633	2	3	0
0.929605388	1	0	0	0	0.007712	0.003633	3	3	0
0.839880554	1	0	0	0	0.000514	0.0025	1	5	0
0.035917387	1	0	0	0	0.000514	0.0025	2	5	0
0.139376048	1	0	0	1	0.000514	0.0025	3	5	0
0.093329887	1	0	0	0	0.000514	0.0025	4	5	0
0.113110658	1	0	0	0	0.000514	0.0025	5	5	0
0.923602879	1	0	0	0	0.014139	0.018833	1	3	0
0.417242565	1	0	0	0	0.014139	0.018833	2	3	0
0.890769096	1	0	0	0	0.014139	0.018833	3	3	0
0.962974664	1	0	0	0	0.004884	0.0064	1	5	0
0.962214939	1	0	0	0	0.004884	0.0064	2	5	0
0.940671457	1	0	0	0	0.004884	0.0064	3	5	0
0.94280216	1	0	0	0	0.004884	0.0064	4	5	0
0.963331319	1	0	0	0	0.004884	0.0064	5	5	0
0.723651912	1	0	0	0	0.009854	0.0072	1	3	0
0.565195945	1	0	0	0	0.009854	0.0072	2	3	0
0.708888506	1	0	0	0	0.009854	0.0072	3	3	0
0.85970448	1	0	0	0	0.006941	0.00948	1	5	0
0.856898627	1	0	0	0	0.006941	0.00948	2	5	0
0.942521161	1	0	0	0	0.006941	0.00948	3	5	0
0.879012107	1	0	0	0	0.006941	0.00948	4	5	0
0.933440771	1	0	0	0	0.006941	0.00948	5	5	0
0.950001511	1	0	0	0	0.017288	0.0243	1	10	0
0.985651243	1	0	0	0	0.017288	0.0243	2	10	0
0.986165752	1	0	0	0	0.017288	0.0243	3	10	0
0.965219925	1	0	0	0	0.017288	0.0243	4	10	0
0.964612584	1	0	0	0	0.017288	0.0243	5	10	0
0.980491323	1	0	0	0	0.017288	0.0243	6	10	0
0.979848148	1	0	0	0	0.017288	0.0243	7	10	0
0.970267996	1	0	0	0	0.017288	0.0243	8	10	0
0.977766493	1	0	0	0	0.017288	0.0243	9	10	0
0.983141494	1	0	0	0	0.017288	0.0243	10	10	0
0.827823191	1	0	0	0	0.004863	0.004233	1	3	0
0.958700811	1	0	0	0	0.004863	0.004233	2	3	0
0.93658779	1	0	0	0	0.004863	0.004233	3	3	0
0.667660933	1	0	0	0	0.006105	0.01982	1	10	0
0.920144828	1	0	0	0	0.006105	0.01982	2	10	0
0.947385384	1	0	0	0	0.006105	0.01982	3	10	0
0.395584016	1	0	0	0	0.006105	0.01982	4	10	0
0.75245238	1	0	0	0	0.006105	0.01982	5	10	0
0.745130524	1	0	0	0	0.006105	0.01982	6	10	0
0.902989016	1	0	0	0	0.006105	0.01982	7	10	0
0.293287489	1	0	0	0	0.006105	0.01982	8	10	0
0.73840075	1	0	0	0	0.006105	0.01982	9	10	0
0.853776732	1	0	0	0	0.006105	0.01982	10	10	0
0.90640584	1	0	0	0	0.024936	0.03056	1	5	0
0.867040956	1	0	0	0	0.024936	0.03056	2	5	0
0.929908189	1	0	0	0	0.024936	0.03056	3	5	0
0.973180406	1	0	0	0	0.024936	0.03056	4	5	0
0.962671352	1	0	0	0	0.024936	0.03056	5	5	0
0.938731708	1	0	0	0	0.006277	0.0057	1	3	0
0.75355294	1	0	0	0	0.006277	0.0057	2	3	0
0.838698588	1	0	0	0	0.006277	0.0057	3	3	0
0.96856439	1	0	0	0	0.004392	0.0071	1	6	0
0.975351391	1	0	0	0	0.004392	0.0071	2	6	0
0.955821449	1	0	0	0	0.004392	0.0071	3	6	0
0.963353454	1	0	0	0	0.004392	0.0071	4	6	0
0.966833026	1	0	0	0	0.004392	0.0071	5	6	0
0.957868752	1	0	0	0	0.004392	0.0071	6	6	0
0.949724371	1	0	0	0	0.000683	0.005125	1	8	0
0.936160132	1	0	0	0	0.000683	0.005125	2	8	0
0.8841674	1	0	0	0	0.000683	0.005125	3	8	0
0.8774764	1	0	0	0	0.000683	0.005125	4	8	0
0.916149495	1	0	0	0	0.000683	0.005125	5	8	0
0.922695829	1	0	0	0	0.000683	0.005125	6	8	0
0.913757933	1	0	0	0	0.000683	0.005125	7	8	0
0.629937572	1	0	0	0	0.000683	0.005125	8	8	0
0.89844109	1	0	0	0	0.001028	0.00334	1	5	0
0.925779922	1	0	0	0	0.001028	0.00334	2	5	0
0.934529318	1	0	0	0	0.001028	0.00334	3	5	0
0.875071291	1	0	0	0	0.001028	0.00334	4	5	0
0.969013263	1	0	0	0	0.001028	0.00334	5	5	0
0.458838703	1	0	0	0	0.004927	0.006967	1	6	0
0.909262607	1	0	0	0	0.004927	0.006967	2	6	0
0.899596168	1	0	0	0	0.004927	0.006967	3	6	0
0.889856372	1	0	0	0	0.004927	0.006967	4	6	0
0.949522426	1	0	0	0	0.004927	0.006967	5	6	0
0.952028443	1	0	0	0	0.004927	0.006967	6	6	0
0.827492786	1	0	0	0	0.008419	0.005033	1	3	0
0.849516911	1	0	0	0	0.008419	0.005033	2	3	0
0.927420857	1	0	0	0	0.008419	0.005033	3	3	0
0.919820174	1	0	0	0	0.013014	0.010375	1	4	0
0.9849113	1	0	0	0	0.013014	0.010375	2	4	0
0.950037958	1	0	0	0	0.013014	0.010375	3	4	0
0.940083388	1	0	0	0	0.013014	0.010375	4	4	0
0.458405575	1	0	0	1	0.002571	0.0038	1	4	0
0.639860858	1	0	0	0	0.002571	0.0038	2	4	0
0.891435147	1	0	0	0	0.002571	0.0038	3	4	0
0.873361397	1	0	0	0	0.002571	0.0038	4	4	0
0.809513222	1	0	0	0	0.00392	0.01509	1	10	0
0.837072171	1	0	0	0	0.00392	0.01509	2	10	0
0.938031842	1	0	0	0	0.00392	0.01509	3	10	0
0.346155218	1	0	0	0	0.00392	0.01509	4	10	0
0.820650372	1	0	0	0	0.00392	0.01509	5	10	0
0.534982659	1	0	0	0	0.00392	0.01509	6	10	0
0.516580625	1	0	0	0	0.00392	0.01509	7	10	0
0.258304447	1	0	0	0	0.00392	0.01509	8	10	0
0.515604309	1	0	0	0	0.00392	0.01509	9	10	0
0.159248399	1	0	0	0	0.00392	0.01509	10	10	0
0.875044991	1	0	0	0	0.001532	0.002917	1	6	0
0.915201013	1	0	0	0	0.001532	0.002917	2	6	0
0.941347195	1	0	0	0	0.001532	0.002917	3	6	0
0.931773612	1	0	0	0	0.001532	0.002917	4	6	0
0.961453449	1	0	0	0	0.001532	0.002917	5	6	0
0.968445615	1	0	0	0	0.001532	0.002917	6	6	0
0.207692267	1	0	0	1	0.008596	0.005075	1	4	0
0.709441099	1	0	0	0	0.008596	0.005075	2	4	0
0.239104698	1	0	0	0	0.008596	0.005075	3	4	0
0.954060359	1	0	0	0	0.008596	0.005075	4	4	0
0.941512053	1	0	0	0	0.009854	0.005633	1	3	0
0.967704676	1	0	0	0	0.009854	0.005633	2	3	0
0.95830551	1	0	0	0	0.009854	0.005633	3	3	0
0.693559982	1	0	0	0	0.004981	0.00615	1	4	0
0.921249171	1	0	0	0	0.004981	0.00615	2	4	0
1	1	0	0	0	0.004981	0.00615	3	4	0
0.988893138	1	0	0	0	0.004981	0.00615	4	4	0
0.582163078	1	0	0	0	0.001178	0.00255	1	6	0
0.914497952	1	0	0	0	0.001178	0.00255	2	6	0
0.983115245	1	0	0	0	0.001178	0.00255	3	6	0
0.975326471	1	0	0	0	0.001178	0.00255	4	6	0
0.98287831	1	0	0	0	0.001178	0.00255	5	6	0
0.940708569	1	0	0	0	0.001178	0.00255	6	6	0
0.688285301	1	0	0	0	0.001799	0.00398	1	5	0
0.884806409	1	0	0	0	0.001799	0.00398	2	5	0
0.83791067	1	0	0	0	0.001799	0.00398	3	5	0
0.895865833	1	0	0	0	0.001799	0.00398	4	5	0
0.980904822	1	0	0	0	0.001799	0.00398	5	5	0
0.950216695	1	0	0	0	0.004747	0.017514	1	7	0
0.979636925	1	0	0	0	0.004747	0.017514	2	7	0
0.966256126	1	0	0	0	0.004747	0.017514	3	7	0
0.935417837	1	0	0	0	0.004747	0.017514	4	7	0
0.958206186	1	0	0	0	0.004747	0.017514	5	7	0
0.962610623	1	0	0	0	0.004747	0.017514	6	7	0
0.956603258	1	0	0	0	0.004747	0.017514	7	7	0
0.706716192	1	0	0	1	0.010604	0.00605	1	4	0
0.169730639	1	0	0	0	0.010604	0.00605	2	4	0
