Number	turns	FirstSubmit	RewriteCount	DialogueLen	dia_dc_score	dia_fk_score	dialogue_bert_pp	Mal_label	Mal_number	Nonmal_number	my_split	WorkTimeInSeconds	worker_score	lifetime_ranking
1496	3	0	1	22	10.39	73.78	22.22	1	1	2	test	167	100	355
1497	4	0	2	60	6.14	86.07	23.38	1	2	2	test	131	95	152
1498	3	0	1	50	6.7	89.84	23.46	1	2	1	test	86	95	120
1499	3	1	1	33	8.22	96.14	22.31	1	1	2	train	121	100	174
1500	3	1	1	37	8.56	101.54	22.37	1	1	2	train	142	95	120
1501	5	1	1	33	10.95	80.99	22.14	1	2	3	test	293	100	338
1502	3	0	2	37	10	98.87	22.63	1	2	1	test	79	95	120
1503	5	1	1	44	9.57	100.67	22.5	1	1	4	train	473	100	355
1504	3	0	3	24	14.1	32.5	22.18	1	3	0	train	93	95	150
1505	3	0	0	26	10.35	47.22	21.51	1	1	2	test	39	100	130
1506	3	0	2	39	7.93	83.01	22.87	1	2	1	train	114	95	141
1507	3	0	0	32	8.35	101.04	22.17	1	1	2	train	122	100	215
1508	3	0	2	40	7.19	78.16	23.08	1	2	1	train	108	95	150
1509	5	0	1	48	10.57	114.3	22.19	1	1	4	train	98	95	120
1510	3	0	1	35	7.23	77.1	22.76	1	2	1	train	80	95	150
1511	4	1	0	36	12.13	60.71	22.51	1	1	3	train	124	100	177
1512	3	0	3	23	8.14	103.42	22.73	1	3	0	train	251	100	275
1513	4	0	1	53	8.1	77.95	22.22	1	2	2	train	160	100	215
1514	4	0	1	39	14.61	120.95	22.51	1	1	3	train	161	100	215
1515	4	0	1	44	10.26	79.23	22.64	1	3	1	train	114	100	215
1516	3	0	1	33	8.89	91.95	23.45	1	1	2	train	103	100	215
1517	3	0	2	52	11.94	112.08	23.38	1	2	1	train	179	100	235
1518	4	0	2	31	8.92	91.01	23.13	1	2	2	train	312	100	355
1519	3	0	2	42	8.03	85.45	23.25	1	2	1	train	110	95	150
1520	3	0	1	41	5.9	88.47	23.54	1	1	2	train	320	95	152
1521	3	0	2	26	10.12	83.32	22.74	1	2	1	train	383	100	355
1522	5	1	2	40	12.46	123.57	22.46	1	4	1	train	464	100	419
1523	6	0	3	43	9.94	85.96	22.72	1	4	2	train	219	100	261
1524	4	0	0	38	9.51	97.01	22.68	1	2	2	train	86	100	215
1525	3	0	1	33	7.87	88.22	22.07	1	1	2	train	58	100	130
1526	4	0	2	36	9.1	66.48	22.91	1	2	2	train	301	100	227
1527	6	1	2	60	13.59	124.4	22.37	1	6	0	train	133	95	141
1528	3	0	2	23	8.33	88.49	22.99	1	2	1	train	116	100	180
1529	3	1	2	52	8.91	79.43	22.7	1	2	1	train	462	100	417
1530	3	0	1	32	6.9	90.13	22.68	1	1	2	train	81	95	150
1531	3	0	2	42	9.8	89.42	23.37	1	2	1	test	107	95	150
1532	3	0	1	23	8.04	57.55	22.47	1	1	2	train	68	95	120
1533	3	0	1	30	10.33	104.38	22.53	1	2	1	train	53	100	130
1534	3	0	1	29	9.12	73.17	22.17	1	2	1	train	145	95	152
1535	3	0	2	35	13.07	126.82	22.68	1	2	1	train	138	95	150
1536	3	0	2	39	15.83	110.36	23.31	1	2	1	train	149	100	275
1537	3	0	2	24	7.82	78.59	22.06	1	2	1	train	67	100	130
1538	3	0	1	24	7.75	94.08	23.48	1	1	2	train	128	100	261
1539	3	1	1	31	9.62	92.54	22.16	1	2	1	train	392	100	366
1540	4	1	4	42	6.99	92.97	22.95	1	4	0	train	237	100	261
1541	5	1	3	60	10.51	99.23	22.25	1	3	2	train	415	100	401
1542	3	0	2	29	11.44	71.88	22.02	1	2	1	train	93	95	141
1543	3	0	2	38	12.59	66.4	22.73	1	2	1	train	151	100	215
1544	4	0	1	29	7.97	83.04	22.09	1	1	3	test	238	100	307
1545	7	0	2	40	7.61	96.94	21.66	1	2	5	train	85	95	150
1546	4	0	3	53	12.6	125.44	22.69	1	3	1	train	146	100	215
1547	3	0	1	60	14.56	113.83	23.36	1	2	1	train	89	95	141
1548	3	0	3	36	11.05	84.12	22.21	1	3	0	train	232	100	297
1549	3	1	1	26	10.37	107.01	22.59	1	2	1	train	148	100	212
1550	3	0	2	28	12.26	100.24	22.55	1	2	1	train	87	100	235
1551	3	0	1	24	9.57	103.62	21.85	1	3	0	train	98	100	291
1552	3	0	1	27	6.9	96.58	22.61	1	1	2	train	80	95	150
1553	3	0	1	33	9.67	91.78	22.35	1	3	0	test	85	95	120
1554	3	1	1	30	9.72	87.95	22.53	1	1	2	test	328	100	227
1555	4	0	1	41	9.64	94.91	22.76	1	1	3	train	82	95	150
1556	3	1	1	33	8.22	80.76	23.15	1	2	1	train	195	100	260
1557	3	1	1	48	8.39	100.15	24.69	1	1	2	train	431	100	185
1558	3	1	1	36	6.86	88.91	22.88	1	1	2	train	212	100	130
1559	3	1	2	37	9.39	102.06	22.66	1	2	1	train	472	100	421
1560	5	0	2	72	17.59	141.75	22.76	1	2	3	test	204	95	152
1561	4	0	1	56	9.61	103.74	23.33	1	1	3	train	68	95	120
1562	3	0	1	22	7.5	85.89	22.03	1	1	2	train	57	95	150
1563	3	1	1	22	8.16	75.47	21.88	1	1	2	train	128	100	186
1564	3	0	3	29	10.53	71.12	22.57	1	3	0	train	88	95	150
1565	3	0	1	28	8.94	66.13	21.69	1	1	2	train	105	100	244
1566	4	0	1	23	8.84	76.21	22.06	1	2	2	train	97	95	152
1567	4	0	2	56	8.53	92.96	22.86	1	2	2	train	221	100	323
1568	4	0	1	42	7.95	105.18	22.72	1	1	3	train	83	95	150
1569	3	0	2	40	10.47	97.72	22.6	1	2	1	train	59	100	130
1570	4	0	2	34	6.74	89.25	21.95	1	2	2	test	172	100	261
1571	3	0	0	25	9.53	94.32	23.29	1	1	2	train	37	95	120
1572	3	0	2	35	7.18	74.62	22.34	1	2	1	train	338	100	366
1573	3	1	2	37	7.03	74.24	22.79	1	2	1	train	452	100	414
1574	5	1	2	30	7.42	95.91	21.84	1	2	3	test	328	100	315
1575	4	0	3	50	7.98	89.44	22.82	1	3	1	train	90	100	130
1576	4	1	2	54	11.46	114.55	23.43	1	2	2	train	127	100	184
1577	3	0	0	36	9.3	83.32	22.33	1	2	1	train	71	100	130
1578	3	1	1	36	8.04	64.02	22.64	1	1	2	train	204	100	195
1579	6	1	3	45	12.59	114.67	22.06	1	5	1	train	358	100	343
1580	3	0	3	37	11.65	126.85	22.66	1	3	0	train	183	100	315
1581	5	0	3	49	10.69	86.05	22.67	1	3	2	train	229	100	215
1582	4	0	3	29	8.74	83.02	22.33	1	3	1	train	174	100	227
1583	3	0	2	31	9.64	87.95	22.48	1	2	1	train	287	100	355
1584	3	1	2	23	7.52	95.95	22	1	3	0	train	76	95	103
1585	5	0	4	40	9.29	62.26	22.05	1	4	1	train	204	95	150
1586	3	0	2	37	7.94	91.43	22.71	1	3	0	train	100	95	141
1587	3	0	1	26	5.89	106.93	21.51	1	1	2	train	182	100	261
1588	3	0	3	43	9.12	84.08	22.43	1	3	0	train	106	100	130
1589	6	0	4	45	12.28	98.87	21.9	1	5	1	test	128	95	150
1590	3	0	3	35	6.24	86.12	22.82	1	3	0	test	204	100	275
1591	5	0	1	48	10.4	100.86	22.44	1	1	4	train	67	95	120
1592	3	0	1	28	11.14	112.64	23.05	1	1	2	train	72	95	150
1593	4	1	1	52	10.97	114.6	23.21	1	4	0	train	354	100	373
1594	4	1	3	23	6.57	88.92	22.43	1	3	1	train	139	90	203
1595	3	1	1	26	10.96	79.76	22.23	1	1	2	train	135	100	180
1596	3	1	2	27	9.57	80.33	21.66	1	2	1	train	131	95	150
1597	3	1	1	34	6.84	88.73	22.92	1	1	2	train	257	100	244
1598	3	0	3	30	8.03	84.59	23.04	1	3	0	train	152	100	227
1599	3	1	2	24	9.3	75.34	22.28	1	2	1	train	265	100	297
1600	6	0	2	89	14.36	132.03	23.01	1	2	4	train	83	95	146
1601	8	1	1	48	8.48	97.98	21.52	1	5	3	train	247	100	306
1602	3	0	1	45	6.15	81.63	23.32	1	1	2	train	57	100	130
1603	4	1	0	101	14.86	139.71	23.82	1	1	3	test	106	95	152
1604	3	0	1	40	12.6	112.2	24.01	1	1	2	train	149	100	227
1605	4	0	0	31	7.42	93.18	21.27	0	0	4	train	158	100	215
1606	4	1	4	38	8.06	78.88	22.49	1	4	0	test	243	100	275
1607	3	0	1	48	7.85	90.96	23.77	1	1	2	train	96	95	150
1608	6	0	1	39	11.14	102.65	22.02	1	1	5	train	183	100	130
1609	3	1	1	42	9.95	106.07	23.37	1	2	1	test	290	100	337
1610	3	0	2	28	11.91	86.06	22.36	1	3	0	train	145	100	252
1611	3	0	2	36	10.39	94.02	22.81	1	2	1	train	90	100	130
1612	3	0	2	22	8.49	64.92	22.57	1	2	1	train	110	100	215
1613	3	1	1	33	8.38	80.87	23.22	1	1	2	train	271	100	307
1614	4	1	1	39	9.18	92.72	22.51	1	1	3	train	119	95	146
1615	3	0	2	26	9.32	95.06	22.02	1	2	1	train	112	100	227
1616	3	0	1	47	8.14	90.54	23.9	1	3	0	train	109	95	152
1617	3	1	1	41	10.47	112.16	23.54	1	1	2	train	241	100	299
1618	4	0	1	29	12.75	107.57	23.33	1	2	2	train	337	100	280
1619	3	0	1	23	10.69	74.21	22.31	1	1	2	test	188	100	280
1620	4	0	1	26	9.05	106.66	22.15	1	1	3	train	49	100	178
1621	3	0	1	25	9.2	105.57	21.26	1	1	2	train	109	100	179
1622	4	0	1	29	8.22	95.37	22.09	1	3	1	train	55	100	129
1623	4	0	1	31	7.51	91.38	22.14	1	1	3	test	124	100	208
1624	9	0	6	57	10.92	101.99	22.14	1	7	2	train	245	100	179
1625	3	0	2	51	4.76	114.94	23.08	1	2	1	train	88	100	162
1626	3	0	2	34	8.62	75.52	23.36	1	2	1	train	126	100	178
1627	4	0	3	47	10.47	111.24	22.74	1	3	1	train	79	100	129
1628	3	0	2	33	9.63	73.8	22.67	1	2	1	train	377	100	280
1629	4	0	1	30	11.62	94.46	22.3	1	1	3	train	79	100	162
1630	4	0	1	33	11.55	98.84	22.23	1	1	3	test	52	100	162
1631	3	0	2	37	7.84	86.47	22.67	1	2	1	train	81	100	280
1632	4	0	1	42	10.44	95.58	22.41	1	1	3	train	77	100	162
1633	3	0	1	50	7.73	77.4	22.78	1	3	0	train	236	100	300
1634	3	0	1	41	7.29	93.05	23.54	1	1	2	train	45	100	129
1635	3	0	2	63	10.94	123.14	24.45	1	2	1	train	320	100	280
1636	4	0	3	28	8.54	92.6	21.81	1	3	1	train	71	100	280
1637	3	0	3	38	6.34	82.66	24.25	1	3	0	test	109	100	162
1638	4	0	4	30	9.4	75.43	22.61	1	4	0	train	227	100	280
1639	4	0	3	28	6.63	91.49	22.79	1	3	1	test	151	100	280
1640	3	0	3	39	7.12	93.43	23.09	1	3	0	test	208	100	280
1641	4	1	1	33	8.69	88.45	22.45	1	2	2	train	429	100	383
1642	7	0	1	50	11.91	109.08	22.3	1	2	5	train	48	100	129
1643	4	0	3	36	9.59	100.57	23.17	1	3	1	test	201	100	280
1644	5	0	2	26	8.68	85.93	21.85	1	2	3	train	133	100	233
1645	3	0	2	28	9.74	88.59	23.62	1	3	0	train	45	100	129
1646	3	0	1	41	9.91	90.72	22.66	1	1	2	train	215	100	300
1647	3	0	1	34	7.59	102.38	22.93	1	1	2	train	91	100	178
1648	4	0	3	32	8.3	99.09	22.9	1	3	1	train	357	100	383
1649	3	0	1	32	7	85.92	22.82	1	1	2	test	87	100	162
1650	3	0	1	31	8.9	96.91	23.22	1	1	2	train	95	100	208
1651	4	0	1	29	7.01	92.51	23.16	1	2	2	train	65	100	129
1652	4	0	1	39	9.77	106.9	22.2	1	1	3	train	225	100	300
1653	4	0	1	53	10.56	110.29	22.7	1	1	3	train	129	100	162
1654	6	0	1	39	8.85	102.66	22.19	1	2	4	train	52	100	129
1655	3	0	1	32	6.76	81.07	22.4	1	1	2	train	55	100	162
1656	5	0	2	46	11.88	111.37	22.78	1	2	3	train	101	100	162
1657	4	0	2	49	11.46	105.32	22.93	1	2	2	train	99	100	179
1658	3	0	1	36	15.58	115.38	23.05	1	1	2	train	55	100	233
1659	3	0	1	52	12.79	107.1	23.45	1	1	2	train	64	100	129
1660	3	0	1	33	9.1	37.47	22.01	1	2	1	train	91	100	129
1661	4	0	2	49	5.41	78.03	22.8	1	2	2	train	97	100	280
1662	3	0	2	52	11.46	118.85	23.35	1	2	1	train	96	100	162
1663	4	1	2	38	10.49	91.23	22.3	1	2	2	test	231	100	179
1664	5	0	3	48	12.36	109.94	22.45	1	3	2	train	116	100	162
1665	3	0	1	37	6.83	88.34	22.79	1	1	2	train	76	95	143
1666	3	0	1	31	9.29	71.35	22.02	1	1	2	train	224	100	280
1667	3	0	1	52	5.59	112.95	23.83	1	1	2	train	190	100	324
1668	4	0	2	38	8.37	92.72	22.28	1	2	2	train	140	100	280
1669	4	0	1	50	12.5	98.48	22.77	1	1	3	train	57	100	162
1670	3	0	1	37	6.99	89.57	22.52	1	1	2	train	108	100	179
1671	3	0	2	26	6.32	97.43	22.9	1	2	1	train	220	100	324
1672	5	0	2	37	9.34	100.81	22.44	1	2	3	train	158	100	280
1673	3	0	1	49	8.31	82.94	22.43	1	2	1	train	75	100	129
1674	3	0	1	29	8.47	74.5	23.15	1	1	2	train	176	100	280
1675	3	0	1	22	8.54	91.47	21.96	1	1	2	train	167	100	280
1676	6	0	5	51	13.43	116.59	23.48	1	5	1	train	127	100	208
1677	4	0	4	39	8.71	91.81	22.35	1	4	0	train	231	100	300
1678	3	0	1	25	8.26	74.01	22.41	1	1	2	train	302	100	300
1679	3	0	1	24	9.3	75.34	22.37	1	2	1	train	40	100	129
1680	3	0	1	35	14.96	108.9	22.61	1	1	2	test	182	100	280
1681	4	0	1	48	14.96	115.84	22.42	1	1	3	test	105	100	129
1682	3	0	1	30	8.22	100.52	22.04	1	1	2	train	115	100	233
1683	3	0	2	34	8.15	94.98	22.28	1	2	1	train	156	100	300
1684	3	0	1	29	7.74	93.01	23.15	1	1	2	train	172	100	280
1685	6	0	1	54	9.76	110.89	22.82	1	1	5	test	92	100	280
1686	3	0	1	40	10.26	103.4	23.1	1	1	2	train	120	100	290
1687	3	0	1	22	8.22	89.73	22.57	1	1	2	train	184	100	280
1688	3	0	2	24	13.32	57.09	21.9	1	2	1	train	190	100	280
1689	3	0	1	38	8.52	86.85	23.47	1	2	1	train	85	100	129
1690	3	0	1	35	7.14	90.96	23.26	1	2	1	train	48	100	129
1691	3	0	1	43	12.26	114.66	22.81	1	1	2	train	95	100	280
1692	5	0	1	27	9.71	98.87	22.13	1	1	4	test	53	100	129
1693	3	0	1	51	8.39	82.73	23.04	1	1	2	train	64	100	208
1694	3	0	2	50	14.55	120.3	22.7	1	2	1	train	281	100	280
1695	4	0	2	39	7.15	90.55	22.32	1	2	2	train	194	100	280
1696	3	0	2	31	7.62	79.68	22.48	1	2	1	train	101	100	233
1697	4	0	2	30	12.25	93.8	22.65	1	3	1	train	213	100	300
1698	3	0	1	40	11.97	61.32	22.89	1	1	2	test	204	100	280
1699	7	0	1	53	9.52	84.23	22.65	1	1	6	test	121	100	179
1700	3	0	3	27	8.58	91.69	23.02	1	3	0	train	242	100	280
1701	4	0	1	84	14.14	132.05	23.66	1	1	3	train	175	100	280
1702	4	0	4	43	13.45	93.17	22.53	1	4	0	train	218	100	280
1703	5	0	3	36	8.6	105.32	21.86	1	3	2	train	203	100	280
1704	3	1	3	37	7.15	98.34	22.38	1	3	0	train	195	95	143
1705	4	0	3	27	8.65	80.92	21.84	1	3	1	train	143	100	280
1706	4	0	2	41	12.54	94.46	22.35	1	2	2	test	203	100	280
1707	4	0	1	49	11.02	122.72	22.71	1	1	3	train	170	100	276
1708	3	0	1	36	11.46	100.94	23.46	1	1	2	train	136	100	280
1709	5	0	1	36	8.25	84.77	22.03	1	3	2	train	70	100	129
1710	3	0	2	29	11.38	72.32	23.05	1	2	1	train	208	100	280
1711	3	0	1	20	7.83	91.78	22.35	1	1	2	train	217	100	280
1712	3	0	2	22	6.99	66.79	23.75	1	2	1	train	169	100	280
1713	3	0	2	24	9.8	96.21	22.42	1	2	1	train	241	100	300
1714	3	0	2	43	9.54	106.83	22.73	1	2	1	train	191	100	280
1715	3	0	1	27	7.48	102.85	22.84	1	2	1	test	114	100	178
1716	3	0	1	48	9.7	66.67	23.28	1	1	2	test	265	100	300
1717	3	0	1	31	10.13	73.43	22.4	1	2	1	test	80	100	129
1718	3	0	3	27	7.37	95.73	21.66	1	3	0	test	255	100	300
1719	3	0	2	32	10.66	69.39	22.83	1	2	1	train	66	100	127
1720	7	0	2	75	12.62	122.69	22.74	1	2	5	train	203	100	233
1721	3	0	1	49	7.8	109.87	23.02	1	1	2	test	125	100	208
1722	3	0	1	44	12.08	36.08	22.43	1	2	1	train	94	95	151
1723	3	0	1	40	9.14	82.58	22.74	1	1	2	train	81	100	162
1724	3	0	1	34	6.92	69.3	22.77	1	2	1	train	85	100	129
1725	4	0	2	48	7.72	83.18	23.58	1	2	2	train	68	100	129
1726	3	0	1	41	7.85	72.75	22.8	1	1	2	train	74	100	129
1727	3	0	1	37	10.4	87.29	22.99	1	1	2	train	360	100	383
1728	3	0	1	36	9.26	82.03	22.87	1	1	2	train	161	100	280
1729	3	0	1	36	11.52	103.29	23.06	1	1	2	train	74	100	208
1730	4	0	3	53	7.54	81.99	22.41	1	3	1	train	164	100	162
1731	8	0	4	53	6.91	84.33	21.88	1	5	3	train	218	100	179
1732	4	0	1	26	8.1	98.31	22.6	1	3	1	train	66	100	129
1733	3	0	1	42	5.49	70.82	23.09	1	1	2	train	80	100	280
1734	5	0	3	34	10.33	105.96	21.71	1	3	2	train	91	95	143
1735	3	0	3	26	8.07	102.85	23.01	1	3	0	train	86	100	127
1736	5	0	1	50	8.6	85.47	22.6	1	1	4	train	209	100	280
1737	4	0	1	36	9.96	85.68	22.16	1	2	2	test	89	100	129
1738	3	0	3	46	6.86	90.67	22.99	1	3	0	test	100	100	162
1739	4	0	1	33	8.77	75.88	23.08	1	1	3	train	275	100	324
1740	3	0	1	33	7.53	85.43	23.09	1	1	2	train	163	100	280
1741	4	0	1	55	11.41	121.94	22.8	1	1	3	train	107	100	290
1742	4	0	1	27	7.92	80.72	21.57	1	1	3	test	377	100	300
1743	3	0	2	22	8.12	95.44	22.29	1	2	1	train	61	100	179
1744	3	0	2	37	11.15	107.72	22.56	1	3	0	train	163	100	280
1745	3	0	3	48	8.82	85.78	23.68	1	3	0	train	78	100	87
1746	5	0	1	34	9.72	79.12	22.12	1	2	3	train	144	100	280
1747	3	0	1	28	6.42	84.9	22.61	1	1	2	train	50	100	162
1748	5	0	3	74	14.74	119.31	23.97	1	3	2	train	184	100	280
1749	3	0	2	46	8.48	81.35	23.24	1	3	0	train	86	100	129
1750	3	0	1	28	12.33	99.37	23.19	1	3	0	train	72	100	129
1751	4	0	1	40	9.5	77.06	22.2	1	1	3	train	316	100	208
1752	5	0	2	53	9.13	94.31	23.68	1	2	3	train	303	100	284
1753	3	0	2	25	14.5	96.01	23.29	1	2	1	train	314	100	280
1754	3	0	1	24	8.64	85.92	21.85	1	2	1	train	63	100	179
1755	4	0	1	42	12.49	104.05	22.41	1	2	2	train	58	100	129
1756	5	0	1	40	13.15	117.44	22.56	1	2	3	train	35	100	129
1757	6	0	4	39	7.83	90.54	22.08	1	4	2	train	127	100	179
1758	3	0	1	24	11.11	92.69	22.57	1	1	2	train	116	100	280
1759	4	0	1	41	10.86	98.05	22.6	1	2	2	train	193	100	280
1760	4	0	4	32	8.47	90.32	21.83	1	4	0	train	214	100	280
1761	4	0	1	23	12.83	90.48	22.52	1	2	2	train	113	100	178
1762	4	0	1	26	6.93	94.18	21.68	1	2	2	train	404	100	383
1763	3	0	1	30	10.17	69.95	22.38	1	1	2	train	198	100	280
1764	3	0	1	37	8.64	74.82	23.14	1	1	2	test	57	100	129
1765	3	0	1	35	10.85	118.18	23.21	1	2	1	train	80	100	280
1766	6	0	1	37	10.03	79.42	21.98	1	1	5	train	207	100	280
1767	3	0	1	44	7.59	60.96	23.29	1	1	2	train	59	100	162
1768	3	0	1	43	8.94	87.52	22.9	1	1	2	test	166	100	280
1769	6	0	4	60	14.74	126.8	22.46	1	4	2	train	334	100	324
1770	8	0	3	49	11.2	91.5	22.06	1	5	3	train	142	100	162
1771	5	0	2	26	10.57	81.16	22	1	2	3	train	132	100	162
1772	10	0	3	86	14.27	119.88	22.18	1	3	7	train	319	100	280
1773	3	0	3	35	10.13	89.68	23.03	1	3	0	train	212	100	280
1774	3	0	2	37	7.44	92.65	21.76	1	2	1	train	62	100	129
1775	5	0	2	47	10.02	92.02	22.57	1	2	3	test	186	100	280
1776	3	0	1	25	13.61	51.88	24.18	1	3	0	train	390	100	383
1777	3	0	2	39	15.41	128.39	22.97	1	2	1	train	54	100	162
1778	3	0	1	45	6.06	91.27	22.9	1	1	2	train	178	100	280
1779	3	0	1	20	10.2	83.32	21.83	1	2	1	train	75	100	162
1780	5	0	2	43	11.23	112.03	22.21	1	2	3	train	115	100	179
1781	3	0	1	32	6.83	87.34	22.79	1	1	2	train	84	100	129
1782	3	0	1	31	9.04	83.19	22.07	1	1	2	train	78	100	179
1783	3	0	2	41	7.41	96.57	22.91	1	2	1	train	220	100	280
1784	3	0	1	29	9.87	96.91	22.94	1	2	1	test	357	100	383
1785	5	0	2	35	9.27	98.46	22.32	1	2	3	train	46	100	129
1786	3	0	2	25	7.63	101.09	22.56	1	2	1	train	65	100	280
1787	3	0	2	40	11.07	117.02	23.74	1	2	1	train	36	100	127
1788	3	0	1	26	9.97	74.66	22.51	1	1	2	test	241	100	300
1789	5	0	2	41	8.66	93.28	22.8	1	2	3	train	87	95	143
1790	3	0	1	44	8.49	82.23	22.66	1	2	1	train	46	100	129
1791	3	0	1	23	15.38	58.15	23.58	1	1	2	test	44	100	162
1792	6	0	1	38	9.39	86.05	21.67	1	2	4	train	209	100	383
1793	6	0	1	38	12.32	96.24	21.61	1	1	5	train	98	95	143
1794	4	0	1	52	7.86	101.66	22.99	1	1	3	test	75	100	129
1795	3	0	2	51	11.73	88.89	22.97	1	3	0	train	99	95	151
1796	3	0	1	37	10.55	107.6	22.93	1	1	2	test	78	100	162
1797	3	0	1	42	6.85	91.79	23.71	1	1	2	train	75	100	129
1798	3	0	3	48	11.71	111.29	23.66	1	3	0	train	188	100	276
1799	4	0	1	44	7.9	81.25	23.06	1	4	0	train	67	100	129
1800	5	0	4	30	9.09	73.31	22.39	1	4	1	test	221	100	300
1801	4	1	2	30	7.46	86.97	22.42	1	2	2	train	269	100	300
1802	4	0	3	38	11.3	105.02	22.87	1	3	1	test	81	100	208
1803	3	0	1	35	8.84	82.45	23.37	1	1	2	test	132	100	162
1804	3	0	2	50	7.48	88.75	23.68	1	3	0	train	106	100	162
1805	4	0	2	33	8.66	89.25	22.36	1	3	1	train	294	100	233
1806	4	0	2	35	9.96	102.13	22.67	1	2	2	train	129	100	178
1807	5	0	4	52	10.56	77.11	23.02	1	5	0	test	452	100	280
1808	4	0	2	44	14.85	134.12	22.07	1	2	2	train	128	100	162
1809	6	0	1	44	8.84	101.21	22.43	1	1	5	train	153	100	129
1810	3	0	2	22	6.87	87.87	22.26	1	2	1	train	135	100	280
1811	3	0	1	61	12.11	115.59	23.69	1	2	1	train	108	100	162
1812	4	0	2	37	10.73	54.93	23.06	1	2	2	train	122	100	179
1813	5	0	1	44	11.98	108.91	22.55	1	2	3	train	38	100	129
1814	3	0	1	26	7.04	86.7	22.9	1	1	2	train	58	100	162
1815	3	0	0	32	6.82	91.16	22.47	1	1	2	test	76	100	129
1816	3	0	1	43	8.03	69.71	22.12	1	3	0	test	65	100	129
1817	4	0	0	21	5.49	99.02	21.66	1	2	2	train	96	100	208
1818	3	0	2	33	6.92	90.79	22.57	1	3	0	train	92	100	162
1819	3	0	2	30	8.14	90.77	23.14	1	2	1	train	123	100	280
1820	3	0	3	35	14.04	115.91	22.68	1	3	0	train	162	100	280
1821	3	0	0	35	10.69	62.2	22.68	1	2	1	test	74	100	129
1822	3	0	1	37	11.06	95.96	23.14	1	1	2	train	71	95	143
1823	4	0	1	25	8.71	95.06	22.87	1	4	0	train	49	100	129
1824	4	0	1	30	7.71	87.19	21.61	1	1	3	train	135	100	290
1825	3	0	1	52	6.89	82.39	23.86	1	2	1	train	78	100	129
1826	6	0	4	30	10.2	77.68	21.38	1	4	2	train	184	100	280
1827	3	0	1	26	8.62	96.82	22.51	1	1	2	train	186	100	290
1828	3	0	1	38	9.99	90.55	23.33	1	1	2	train	257	100	280
1829	3	0	2	44	7.95	89.8	22.73	1	2	1	train	183	100	280
1830	3	0	3	22	7.5	89.73	23.75	1	3	0	train	200	100	280
1831	4	0	1	29	10.46	95.93	21.55	1	1	3	train	345	100	383
1832	3	0	1	25	8.84	95.38	23.29	1	1	2	test	143	100	208
1833	5	0	4	40	6.58	91.05	22.19	1	4	1	train	170	100	280
1834	3	0	1	22	7.98	84.46	22.12	1	1	2	train	95	100	179
1835	3	0	2	37	6.14	98.72	24.41	1	2	1	train	103	100	162
1836	5	0	1	45	5.72	100.3	22.65	1	3	2	train	96	100	129
1837	7	0	1	65	11.13	105.1	22.63	1	2	5	train	55	100	129
1838	3	0	2	30	6.76	92.34	22.47	1	2	1	test	137	100	280
1839	4	0	0	30	7.9	85.55	22.07	1	1	3	test	48	100	178
1840	3	0	1	28	7.93	84.92	22.3	1	1	2	train	115	100	208
1841	3	0	3	44	13.15	118.51	23.41	1	3	0	train	68	100	162
1842	5	0	2	37	7.25	88.34	22.05	1	3	2	train	85	100	162
1843	3	0	1	54	10.52	111.67	22.57	1	1	2	train	181	100	280
1844	4	0	2	25	9.5	91.54	22.51	1	2	2	test	116	100	280
1845	3	0	1	42	6.48	101.86	23.53	1	2	1	train	69	100	129
1846	3	0	0	44	9.73	111.97	23.41	1	1	2	train	30	100	129
1847	3	0	1	43	11.51	118.77	22.29	1	3	0	train	349	100	383
1848	3	0	1	38	10.27	106.11	23.41	1	1	2	train	287	100	280
1849	4	0	1	28	8.59	86.87	22.34	1	1	3	test	146	100	290
1850	3	0	2	41	8.16	85.34	22.86	1	2	1	train	196	100	280
1851	3	0	2	50	9.92	106.45	22.79	1	2	1	train	78	100	208
1852	3	0	1	42	13.47	113.95	22.79	1	1	2	test	178	100	284
1853	3	0	1	30	10.25	82.31	22.73	1	3	0	train	189	100	290
1854	4	0	0	69	13.12	130.73	23.12	1	1	3	train	372	100	383
1855	3	0	2	26	7.1	80.9	21.98	1	2	1	train	177	100	280
1856	4	0	1	40	7.46	85.44	22.88	1	2	2	train	70	100	129
1857	3	0	2	30	8.75	83.6	22.53	1	3	0	train	91	100	179
1858	5	0	2	56	6.49	110.5	22.72	1	2	3	train	213	100	280
1859	4	0	0	69	10.75	119.68	23.9	0	0	4	train	109	100	162
1860	4	0	3	39	11.48	99.67	23	1	3	1	train	269	100	280
1861	3	0	1	37	7.81	91.82	22.2	1	1	2	train	24	100	129
1862	3	0	1	51	8.02	75.03	23.17	1	1	2	train	294	100	276
1863	3	0	3	28	6.1	101.76	22.51	1	3	0	train	139	100	162
1864	4	0	2	39	7.87	103.75	22.72	1	3	1	train	95	100	208
1865	3	0	2	42	10.66	106.83	23.61	1	3	0	test	201	100	280
1866	4	0	0	36	9.82	103.59	22.32	1	1	3	train	419	100	383
1867	3	0	0	50	14.75	124.1	22.99	1	2	1	train	88	100	127
1868	3	0	0	29	9.06	93.98	22.94	1	1	2	train	124	100	208
1869	3	0	1	34	12.52	106.4	23.29	1	1	2	train	168	100	280
1870	3	0	1	45	6.65	89.88	23.08	1	1	2	train	71	100	127
